Transaction ID,Sale ID,Overall Score,Durability Score,Quality Score,Color Score,Value For Money Score,Fit Score
AAA118749,1,89,97,93,86,88,80
AAA118750,1,72,87,89,81,69,87
AAA118751,1,90,77,82,83,97,98
AAA118751,2,98,95,99,57,89,92
AAA118752,1,85,99,86,93,95,80
AAA118752,2,99,93,90,67,74,87
AAA118752,3,76,99,91,93,97,89
AAA118753,1,82,89,94,85,76,99
AAA118753,2,87,97,82,79,64,86
AAA118756,1,72,75,42,86,73,78
AAA118757,2,76,91,83,97,92,96
AAA118757,3,84,72,39,93,48,92
AAA118757,4,97,84,81,92,61,85
AAA118758,1,92,100,87,48,68,81
AAA118758,3,67,87,56,69,53,87
AAA118759,1,74,80,50,52,59,91
AAA118760,1,87,95,98,49,71,88
AAA118761,1,73,79,44,91,54,78
AAA118763,1,67,81,46,66,49,84
AAA118763,2,93,91,99,87,72,85
AAA118765,1,64,77,45,97,57,83
AAA118765,2,99,97,82,67,81,87
AAA118765,3,84,81,41,99,63,87
AAA118766,2,86,74,48,96,80,91
AAA118766,3,89,98,97,41,60,86
AAA118767,2,86,99,99,60,92,90
AAA118767,3,85,86,96,82,92,91
AAA118768,1,88,92,89,96,100,98
AAA118771,1,99,87,98,82,84,94
AAA118772,1,90,98,94,64,92,88
AAA118773,1,98,96,87,56,88,81
AAA118774,1,92,89,77,72,78,92
AAA118775,2,89,100,89,47,69,84
AAA118776,2,79,90,97,99,80,80
AAA118776,3,88,82,48,58,80,88
AAA118777,1,55,89,84,98,89,90
AAA118778,2,78,82,80,92,94,91
AAA118778,4,85,76,40,100,70,90
AAA118779,1,88,92,83,96,96,87
AAA118780,1,88,79,96,98,99,90
AAA118782,1,99,91,96,89,99,82
AAA118783,2,91,87,98,46,93,89
AAA118785,1,87,98,97,56,98,78
AAA118786,1,87,91,93,82,83,84
AAA118789,1,89,91,90,98,99,83
AAA118789,2,90,85,91,64,73,88
AAA118793,1,89,99,90,86,84,92
AAA118795,1,93,76,83,98,77,90
AAA118796,1,85,94,93,65,87,91
AAA118798,1,91,99,96,84,59,92
AAA118799,1,99,95,86,95,82,68
AAA118800,1,92,96,93,88,80,99
AAA118801,1,95,99,96,96,87,86
AAA118802,1,94,86,91,93,58,87
AAA118802,2,82,97,96,51,96,99
AAA118804,1,90,82,98,92,86,82
AAA118805,1,85,97,92,55,100,84
AAA118806,1,81,80,46,82,63,88
AAA118806,2,98,95,77,62,93,89
AAA118806,3,67,82,41,96,70,80
AAA118807,1,84,97,93,54,91,90
AAA118808,1,84,98,97,69,100,84
AAA118808,2,72,71,39,72,84,91
AAA118809,1,98,97,94,84,74,78
AAA118810,1,70,73,38,95,72,92
AAA118810,2,85,94,86,69,87,85
AAA118811,1,71,85,49,100,83,78
AAA118812,1,99,97,93,56,63,91
AAA118813,1,66,99,89,65,73,86
AAA118813,2,56,67,45,56,68,82
AAA118813,3,67,86,35,42,53,89
AAA118814,1,97,87,92,98,60,89
AAA118815,1,62,98,87,60,94,78
AAA118815,2,82,81,46,94,70,79
AAA118815,3,92,89,94,92,79,88
AAA118817,1,91,90,91,89,92,81
AAA118818,1,88,98,97,100,75,88
AAA118819,1,76,75,96,98,58,87
AAA118820,1,95,93,94,48,84,92
AAA118820,2,96,88,77,98,59,88
AAA118822,1,88,90,83,85,74,90
AAA118822,3,76,95,77,75,91,81
AAA118823,1,93,94,96,54,74,98
AAA118824,1,76,77,42,97,75,79
AAA118824,2,97,98,80,31,81,86
AAA118826,1,91,76,86,97,77,100
AAA118827,1,90,100,99,94,54,79
AAA118828,1,98,86,92,97,63,82
AAA118830,1,65,78,90,94,54,84
AAA118830,2,97,98,88,66,91,79
AAA118831,1,91,86,71,78,81,99
AAA118832,1,89,95,100,35,85,83
AAA118833,1,98,97,93,98,80,98
AAA118833,2,98,81,95,91,69,89
AAA118833,3,95,93,96,78,70,90
AAA118834,1,82,97,90,51,92,88
AAA118835,1,74,76,31,58,65,92
AAA118837,2,95,84,87,100,93,81
AAA118837,3,96,82,94,97,77,84
AAA118837,4,64,98,95,54,73,79
AAA118837,5,73,80,41,62,65,82
AAA118838,1,77,84,91,78,87,88
AAA118840,1,79,77,41,82,80,79
AAA118841,1,86,97,93,45,98,83
AAA118843,1,84,92,93,54,97,92
AAA118843,3,92,99,93,65,95,88
AAA118844,1,70,75,48,67,46,87
AAA118845,1,54,83,43,54,45,92
AAA118847,1,67,69,36,32,77,86
AAA118847,2,85,79,86,100,90,80
AAA118847,3,98,89,99,93,74,87
AAA118849,1,95,99,90,72,77,82
AAA118850,1,90,91,95,100,72,90
AAA118851,1,71,63,50,87,46,90
AAA118852,3,78,86,37,98,63,88
AAA118853,1,89,72,97,92,86,79
AAA118853,2,84,100,88,92,76,86
AAA118854,2,54,98,98,66,61,92
AAA118855,2,69,74,50,61,53,85
AAA118856,1,93,81,97,95,77,77
AAA118857,1,81,87,92,80,88,78
AAA118857,2,74,83,87,78,70,86
AAA118858,1,98,90,88,98,96,86
AAA118859,1,66,78,44,71,79,85
AAA118860,2,73,65,40,95,79,80
AAA118860,3,95,97,100,65,78,89
AAA118861,2,79,96,99,62,100,80
AAA118861,4,87,90,99,97,80,90
AAA118862,1,94,95,93,52,74,88
AAA118863,2,90,85,58,90,74,89
AAA118863,3,90,78,41,93,69,96
AAA118864,1,81,89,52,79,64,84
AAA118864,2,88,97,98,59,94,83
AAA118864,3,79,85,49,46,63,86
AAA118865,1,90,95,94,46,67,85
AAA118866,2,100,78,42,73,76,82
AAA118866,3,77,94,77,71,69,92
AAA118867,1,85,76,87,99,95,81
AAA118868,1,97,97,96,90,82,78
AAA118870,1,56,88,45,68,64,84
AAA118871,1,69,82,52,53,57,88
AAA118871,2,78,88,42,72,84,91
AAA118871,3,70,83,90,99,94,91
AAA118873,1,98,99,89,57,70,89
AAA118874,1,93,90,88,84,45,87
AAA118874,3,93,80,53,88,55,90
AAA118875,1,66,80,53,35,69,85
AAA118877,1,90,100,97,38,78,78
AAA118879,1,92,100,95,77,69,91
AAA118879,2,66,76,37,65,68,88
AAA118879,3,93,85,41,67,77,100
AAA118880,1,93,96,84,36,96,81
AAA118881,1,97,78,96,85,59,79
AAA118882,1,70,75,34,92,49,79
AAA118882,5,95,78,92,99,64,81
AAA118883,1,65,97,93,61,74,80
AAA118884,1,92,92,79,83,63,86
AAA118884,2,95,84,52,99,97,94
AAA118884,3,67,92,51,20,47,87
AAA118885,1,95,81,88,94,80,77
AAA118886,1,92,75,59,96,61,82
AAA118886,2,75,87,37,70,67,88
AAA118886,3,99,98,87,77,89,87
AAA118887,1,59,86,45,64,50,83
AAA118890,1,63,79,38,88,67,89
AAA118890,2,74,78,45,47,63,82
AAA118891,1,83,98,94,63,90,95
AAA118892,1,90,99,88,68,100,89
AAA118893,1,97,88,84,78,76,83
AAA118896,2,95,97,82,54,100,80
AAA118896,3,85,98,90,89,92,97
AAA118896,4,86,89,87,57,80,97
AAA118896,5,78,91,85,75,90,81
AAA118897,1,98,94,90,83,67,80
AAA118900,1,61,81,41,51,69,87
AAA118901,2,85,98,90,75,91,90
AAA118901,3,93,81,86,98,81,81
AAA118902,1,92,97,89,81,70,87
AAA118904,1,93,97,95,83,63,83
AAA118905,1,84,82,96,90,76,99
AAA118905,2,88,100,94,54,95,81
AAA118905,3,95,99,94,60,100,90
AAA118907,1,74,87,88,79,65,80
AAA118908,1,48,94,35,27,72,91
AAA118908,2,99,86,100,78,76,78
AAA118909,1,96,95,85,58,68,99
AAA118910,2,97,89,86,39,81,85
AAA118913,1,74,73,42,58,78,80
AAA118914,1,49,75,23,99,66,90
AAA118915,1,68,80,37,51,82,94
AAA118916,1,73,98,96,64,94,98
AAA118918,1,97,98,97,92,55,89
AAA118919,1,89,93,97,79,68,84
AAA118919,2,99,100,94,65,100,79
AAA118921,1,86,93,95,75,64,98
AAA118922,1,66,92,75,91,74,85
AAA118923,2,94,96,91,81,82,81
AAA118923,3,87,78,57,86,70,81
AAA118925,2,94,92,88,83,87,87
AAA118926,1,88,99,84,88,52,85
AAA118927,1,97,80,99,47,88,82
AAA118927,3,92,98,86,75,92,87
AAA118927,4,96,85,79,92,62,80
AAA118928,1,99,90,83,75,80,99
AAA118930,1,85,84,42,92,64,89
AAA118931,1,90,83,85,65,65,80
AAA118931,2,88,95,91,31,88,84
AAA118931,3,90,79,34,94,53,81
AAA118932,2,97,100,89,82,100,87
AAA118932,3,79,91,90,55,60,99
AAA118933,1,93,100,89,32,98,90
AAA118934,1,87,80,36,71,75,97
AAA118935,1,83,87,78,88,76,83
AAA118936,2,92,95,98,52,85,81
AAA118937,1,82,73,59,75,57,78
AAA118938,1,98,99,95,47,89,98
AAA118938,2,55,79,35,91,79,85
AAA118939,1,76,88,62,56,76,99
AAA118939,2,96,95,96,82,72,76
AAA118939,3,100,79,87,91,71,87
AAA118941,1,91,97,98,59,66,79
AAA118942,1,93,83,44,80,89,97
AAA118944,1,90,90,88,80,49,94
AAA118944,2,96,87,83,85,77,92
AAA118944,3,75,86,43,47,65,92
AAA118944,4,77,90,77,76,82,85
AAA118944,5,98,98,94,71,58,82
AAA118946,2,80,98,95,56,73,91
AAA118947,1,91,96,93,86,74,83
AAA118948,1,87,99,78,89,68,89
AAA118949,1,79,77,85,87,72,90
AAA118950,1,95,83,51,69,56,99
AAA118951,2,90,92,86,95,69,84
AAA118951,3,70,86,49,100,52,89
AAA118951,4,100,98,90,67,77,95
AAA118951,5,88,94,94,66,70,80
AAA118952,1,90,87,97,82,83,88
AAA118953,1,65,73,39,79,53,80
AAA118955,1,76,96,91,70,89,89
AAA118956,1,81,74,42,95,77,79
AAA118957,1,73,74,49,45,49,78
AAA118957,2,84,64,47,53,88,86
AAA118958,2,97,89,94,91,91,79
AAA118958,3,89,99,94,92,68,96
AAA118961,3,98,85,40,79,78,88
AAA118963,1,86,87,50,70,75,82
AAA118964,1,60,82,51,79,60,78
AAA118964,2,88,95,91,63,88,91
AAA118965,1,81,95,70,35,78,92
AAA118966,2,75,88,89,93,67,97
AAA118968,1,84,99,85,55,100,88
AAA118969,1,84,98,98,97,59,82
AAA118970,1,99,84,100,96,76,83
AAA118972,1,85,95,94,65,96,85
AAA118973,1,87,97,87,85,88,88
AAA118975,1,99,97,77,59,95,88
AAA118976,1,89,82,36,78,68,86
AAA118976,2,85,84,96,99,61,80
AAA118977,1,66,78,51,70,37,91
AAA118978,1,84,92,97,74,80,80
AAA118979,1,52,94,85,40,97,85
AAA118981,1,91,96,92,42,99,78
AAA118983,2,90,89,99,50,92,88
AAA118983,3,95,100,78,65,76,78
AAA118984,1,60,70,42,86,61,78
AAA118984,2,92,85,95,73,60,78
AAA118985,1,91,96,85,64,96,91
AAA118987,2,91,78,91,97,69,97
AAA118987,3,83,85,79,88,85,92
AAA118989,1,90,89,89,80,77,94
AAA118989,3,86,89,83,93,75,99
AAA118990,1,87,77,84,82,86,68
AAA118991,1,93,90,93,67,89,84
AAA118993,1,78,68,49,81,55,91
AAA118994,1,82,84,46,45,42,81
AAA118994,3,61,88,73,45,63,80
AAA118995,1,88,78,92,56,56,87
AAA118996,1,80,83,75,96,85,92
AAA118996,2,93,97,95,74,63,92
AAA118996,3,80,96,98,63,70,82
AAA118996,4,93,72,41,99,54,78
AAA118998,1,100,79,96,93,80,84
AAA118999,1,73,87,84,96,87,85
AAA118999,2,98,95,96,79,86,82
AAA118999,3,93,80,92,84,81,79
AAA118999,4,88,96,100,48,90,79
AAA119000,1,99,96,87,76,85,87
AAA119001,1,88,82,43,90,79,84
AAA119001,2,75,82,55,92,49,79
AAA119001,3,77,93,81,89,83,92
AAA119002,1,92,99,86,66,87,85
AAA119002,2,95,76,87,78,67,84
AAA119003,1,93,94,89,67,97,83
AAA119004,1,97,96,93,75,80,91
AAA119005,1,86,80,57,83,82,83
AAA119006,1,88,99,90,84,76,78
AAA119009,1,84,73,47,86,72,88
AAA119009,2,96,88,98,93,89,81
AAA119009,3,97,99,95,85,92,84
AAA119010,1,72,85,46,82,82,90
AAA119010,3,84,95,87,67,76,87
AAA119011,1,100,98,91,93,71,79
AAA119012,1,95,96,100,98,88,95
AAA119013,1,95,77,88,95,60,88
AAA119013,2,88,77,99,86,95,99
AAA119013,3,92,84,51,95,77,85
AAA119014,1,99,88,92,88,86,96
AAA119015,1,89,76,91,65,66,94
AAA119017,1,69,81,39,84,70,92
AAA119018,1,77,98,98,76,95,84
AAA119020,2,72,83,47,97,75,99
AAA119020,3,65,83,42,67,62,80
AAA119025,1,83,99,76,58,78,92
AAA119027,1,95,94,86,93,86,82
AAA119029,2,96,92,84,82,75,100
AAA119029,3,70,87,85,85,80,87
AAA119029,4,97,91,95,92,90,69
AAA119031,1,98,98,97,67,98,87
AAA119032,1,71,84,52,60,65,90
AAA119033,1,93,100,96,64,88,80
AAA119034,1,70,97,95,94,89,91
AAA119035,1,66,85,45,97,68,92
AAA119035,3,99,95,72,58,73,92
AAA119036,1,61,96,77,49,83,89
AAA119037,1,68,83,44,61,54,97
AAA119039,1,96,96,96,93,92,92
AAA119039,3,98,97,94,57,88,82
AAA119039,4,68,75,54,39,85,89
AAA119040,2,98,96,86,50,96,78
AAA119040,3,99,94,87,81,64,82
AAA119041,1,92,87,94,85,95,79
AAA119042,1,84,98,88,59,77,92
AAA119043,1,88,99,89,59,96,81
AAA119044,1,92,96,94,42,95,87
AAA119046,1,67,92,45,71,55,83
AAA119047,1,51,77,37,61,71,84
AAA119047,2,68,88,89,98,91,92
AAA119047,3,91,97,96,56,91,86
AAA119048,1,90,92,97,98,89,80
AAA119050,1,87,94,90,67,99,80
AAA119050,2,85,92,80,51,92,81
AAA119050,3,59,85,30,89,68,78
AAA119051,1,98,90,91,67,94,78
AAA119052,1,93,88,58,83,97,81
AAA119053,1,98,86,42,99,100,89
AAA119054,1,61,77,34,58,55,89
AAA119055,1,100,96,97,80,88,96
AAA119056,2,81,94,85,45,71,91
AAA119057,1,96,83,92,81,83,92
AAA119059,3,86,100,91,60,78,97
AAA119061,1,91,84,96,93,52,86
AAA119061,2,85,82,91,95,82,95
AAA119062,1,95,94,83,55,66,84
AAA119063,2,98,87,97,55,73,88
AAA119063,3,99,96,93,68,88,89
AAA119064,1,57,80,42,98,40,80
AAA119065,1,88,98,95,96,91,90
AAA119066,1,88,89,83,87,56,93
AAA119067,1,92,98,84,59,67,86
AAA119067,2,93,76,99,94,80,93
AAA119068,1,98,88,45,63,86,82
AAA119069,1,97,90,93,64,75,81
AAA119071,1,98,91,97,34,86,87
AAA119072,1,93,99,94,49,92,81
AAA119073,2,94,85,90,95,68,88
AAA119074,1,98,96,85,82,73,90
AAA119074,2,79,79,43,75,68,81
AAA119074,3,76,72,53,69,62,89
AAA119075,1,65,95,88,72,66,94
AAA119077,1,94,99,82,84,85,82
AAA119077,3,79,93,92,93,81,94
AAA119078,1,88,96,96,62,59,86
AAA119078,3,62,83,37,48,75,85
AAA119078,4,99,95,87,65,85,83
AAA119079,1,78,89,73,76,57,87
AAA119079,3,73,94,85,58,57,83
AAA119080,1,91,98,93,57,90,91
AAA119081,1,88,88,98,94,99,92
AAA119081,3,78,75,40,74,53,87
AAA119082,1,98,97,86,34,91,93
AAA119083,1,80,81,49,96,67,78
AAA119084,1,98,94,91,40,94,88
AAA119085,1,82,99,87,58,89,93
AAA119086,1,98,85,97,100,86,68
AAA119086,2,98,99,93,92,59,84
AAA119087,1,86,92,91,86,50,88
AAA119088,1,40,76,45,97,59,80
AAA119088,2,87,77,50,98,49,91
AAA119088,3,52,82,28,63,59,79
AAA119089,2,86,94,96,72,80,100
AAA119091,2,97,97,98,50,63,86
AAA119091,3,66,79,42,96,64,86
AAA119092,1,85,77,43,96,54,80
AAA119092,2,97,98,89,98,49,94
AAA119092,3,80,83,42,95,73,85
AAA119092,4,75,84,47,84,61,90
AAA119093,1,95,94,85,99,72,99
AAA119093,2,98,86,90,80,62,84
AAA119096,1,90,74,88,80,58,93
AAA119097,1,95,96,94,35,93,96
AAA119098,1,65,85,81,93,72,80
AAA119099,1,92,71,82,62,81,82
AAA119100,1,61,76,44,43,69,79
AAA119100,2,53,85,71,91,89,86
AAA119100,3,62,71,59,72,46,82
AAA119101,1,85,97,86,39,91,78
AAA119102,1,80,98,89,59,76,88
AAA119103,2,98,86,94,83,86,88
AAA119104,1,67,85,86,92,80,81
AAA119105,1,71,85,49,97,63,82
AAA119106,1,95,76,88,95,67,85
AAA119107,1,68,83,49,97,64,84
AAA119109,1,94,99,92,100,85,78
AAA119109,2,73,84,88,73,93,92
AAA119110,1,67,80,93,77,85,89
AAA119111,1,92,88,94,99,83,92
AAA119112,1,97,88,100,91,84,88
AAA119113,1,90,96,91,96,95,85
AAA119113,2,76,100,93,63,52,83
AAA119114,1,93,94,94,13,85,80
AAA119114,2,97,95,95,40,86,90
AAA119114,3,57,73,50,51,36,92
AAA119114,5,45,75,46,69,40,86
AAA119115,1,94,94,93,78,86,80
AAA119115,2,90,83,93,92,65,91
AAA119116,1,68,85,93,94,96,89
AAA119117,1,92,97,91,52,96,89
AAA119117,2,75,75,80,97,75,80
AAA119118,1,83,92,88,95,83,77
AAA119118,2,83,87,50,90,84,86
AAA119118,3,95,96,95,59,88,78
AAA119119,1,87,97,80,60,80,84
AAA119120,1,93,100,86,80,78,80
AAA119120,2,85,86,42,55,90,92
AAA119120,3,77,75,38,88,43,86
AAA119121,1,82,97,93,57,98,87
AAA119122,1,83,97,88,90,85,83
AAA119123,1,98,99,95,93,73,83
AAA119124,1,83,100,97,75,67,78
AAA119125,2,82,83,86,68,70,86
AAA119125,3,92,84,51,82,92,81
AAA119126,1,83,98,92,60,78,79
AAA119127,1,99,79,90,100,64,80
AAA119129,1,53,92,43,98,84,83
AAA119132,1,80,76,44,70,90,80
AAA119133,1,93,92,90,87,84,90
AAA119133,2,82,74,42,46,83,84
AAA119133,3,96,100,92,73,74,90
AAA119134,1,100,86,91,69,68,88
AAA119135,1,95,83,89,65,81,90
AAA119138,1,93,79,44,93,57,86
AAA119138,2,91,100,89,70,94,81
AAA119139,3,98,83,90,94,98,92
AAA119140,1,75,82,46,95,70,88
AAA119141,1,92,91,81,94,86,88
AAA119142,1,91,87,78,96,87,90
AAA119145,1,73,91,30,69,62,78
AAA119145,2,89,97,92,95,62,98
AAA119146,1,88,97,86,64,83,85
AAA119147,1,90,77,43,77,87,80
AAA119147,2,75,96,86,56,85,86
AAA119149,2,89,84,93,82,65,83
AAA119149,3,61,80,34,84,31,85
AAA119149,4,64,78,40,97,49,98
AAA119150,1,96,84,87,93,81,92
AAA119151,1,65,99,98,66,76,87
AAA119152,1,73,96,100,66,87,81
AAA119154,2,97,95,98,99,94,79
AAA119155,1,92,78,99,90,83,87
AAA119156,1,97,96,92,66,75,97
AAA119156,2,88,80,87,93,57,93
AAA119158,1,52,80,45,44,85,78
AAA119158,3,86,87,97,85,72,91
AAA119159,1,71,99,99,89,97,79
AAA119160,1,84,83,43,80,76,78
AAA119160,2,96,98,90,46,70,81
AAA119161,1,88,100,98,45,65,84
AAA119162,1,97,83,94,88,72,90
AAA119163,1,97,74,100,64,76,77
AAA119164,1,83,78,42,55,99,83
AAA119166,3,81,95,78,93,63,94
AAA119167,1,90,90,97,76,82,81
AAA119169,1,66,97,90,77,92,90
AAA119169,3,80,75,51,95,74,89
AAA119170,1,73,81,42,41,64,91
AAA119171,1,92,96,86,76,80,84
AAA119171,3,85,95,100,26,97,83
AAA119173,1,93,88,96,92,77,83
AAA119174,1,100,98,93,87,96,83
AAA119175,1,89,64,55,72,79,88
AAA119177,1,95,93,85,53,77,98
AAA119178,1,97,98,96,80,89,85
AAA119179,1,75,94,41,52,75,78
AAA119179,3,85,97,94,91,63,99
AAA119181,1,88,100,85,71,68,92
AAA119182,1,95,99,90,56,88,88
AAA119183,1,94,87,40,94,69,84
AAA119184,1,93,97,93,60,77,80
AAA119184,2,73,84,99,78,94,82
AAA119185,1,69,81,46,98,59,86
AAA119187,1,70,98,91,23,92,91
AAA119188,1,95,99,100,62,92,79
AAA119190,1,80,95,96,59,98,92
AAA119190,2,83,78,40,95,54,88
AAA119190,3,96,79,55,82,90,86
AAA119191,1,91,94,95,57,92,89
AAA119191,2,85,79,43,82,97,83
AAA119192,1,67,84,43,80,64,87
AAA119193,1,64,87,43,91,82,86
AAA119194,1,96,89,68,81,88,86
AAA119195,1,97,100,93,86,94,82
AAA119195,2,80,97,84,79,87,84
AAA119195,3,59,83,48,76,76,83
AAA119195,4,82,62,44,78,66,79
AAA119195,5,97,90,97,84,61,92
AAA119197,1,100,94,95,69,86,99
AAA119197,2,73,79,59,98,54,87
AAA119201,1,95,96,92,59,63,85
AAA119202,1,95,92,95,97,58,82
AAA119202,2,62,82,49,73,29,91
AAA119202,3,92,85,97,94,79,89
AAA119204,1,88,87,93,86,94,83
AAA119204,2,88,98,99,69,81,82
AAA119205,4,87,99,80,73,91,83
AAA119205,5,76,81,38,92,44,94
AAA119206,1,96,98,86,67,66,88
AAA119207,1,84,95,87,89,93,82
AAA119207,2,81,84,90,72,65,80
AAA119208,1,92,93,94,90,87,94
AAA119210,1,59,75,34,62,56,91
AAA119210,2,83,98,88,64,67,91
AAA119211,1,93,97,95,78,78,89
AAA119211,2,98,96,91,64,96,90
AAA119212,1,73,70,40,93,74,84
AAA119214,1,90,95,88,67,78,90
AAA119215,1,90,98,99,30,65,94
AAA119216,1,87,100,89,73,86,82
AAA119217,1,83,75,90,96,63,80
AAA119217,2,55,81,34,72,41,91
AAA119217,3,94,98,92,62,85,88
AAA119218,1,83,89,84,97,77,86
AAA119218,2,75,94,85,38,85,85
AAA119218,3,74,95,92,58,45,95
AAA119219,2,100,83,93,100,84,86
AAA119219,3,96,92,98,91,62,92
AAA119220,1,89,85,82,85,57,85
AAA119220,2,50,95,87,65,69,92
AAA119221,2,88,96,95,55,96,84
AAA119222,1,89,85,96,87,98,75
AAA119222,2,73,80,38,66,68,84
AAA119222,3,82,77,31,64,68,91
AAA119223,1,99,98,85,70,55,83
AAA119224,1,72,84,96,92,67,79
AAA119225,1,98,89,80,98,50,69
AAA119226,1,89,75,46,69,79,92
AAA119226,3,86,90,96,90,46,96
AAA119227,1,83,85,50,71,70,88
AAA119228,1,80,75,47,92,78,89
AAA119229,1,66,71,86,98,80,79
AAA119229,2,86,87,51,78,57,91
AAA119229,3,94,78,48,80,66,96
AAA119229,4,78,92,94,92,64,90
AAA119229,5,94,97,92,46,98,89
AAA119230,1,48,91,100,81,92,79
AAA119231,1,86,100,94,67,96,93
AAA119232,1,96,76,100,97,65,90
AAA119234,1,94,78,62,72,86,83
AAA119235,1,86,99,90,47,77,91
AAA119236,1,95,100,90,66,74,91
AAA119237,1,82,86,88,94,91,84
AAA119239,1,89,96,95,70,85,91
AAA119240,1,94,100,91,63,89,78
AAA119241,1,91,87,93,97,75,96
AAA119242,1,87,73,46,77,85,81
AAA119242,2,89,96,91,64,88,82
AAA119242,3,79,95,90,75,81,89
AAA119243,1,47,89,32,75,49,79
AAA119244,1,88,100,98,67,93,92
AAA119245,1,77,74,50,64,59,95
AAA119246,1,77,97,78,78,91,96
AAA119247,1,63,90,43,53,57,89
AAA119247,2,42,84,33,71,33,87
AAA119248,1,86,82,91,98,82,90
AAA119248,2,93,95,100,88,79,71
AAA119250,1,54,83,46,71,67,80
AAA119250,3,85,91,95,89,76,88
AAA119251,1,96,96,78,80,86,79
AAA119253,1,88,84,46,95,66,86
AAA119253,2,100,83,93,92,68,71
AAA119253,3,91,94,91,98,86,84
AAA119254,1,98,99,88,71,62,84
AAA119255,1,86,98,88,50,79,88
AAA119256,1,100,91,87,66,58,85
AAA119257,1,90,95,97,78,85,82
AAA119258,1,83,96,98,76,98,97
AAA119258,3,95,97,91,96,70,83
AAA119260,1,86,81,88,96,85,80
AAA119261,2,99,77,99,98,67,85
AAA119264,1,60,76,42,91,58,90
AAA119264,3,94,89,96,97,99,79
AAA119264,4,77,97,81,51,98,82
AAA119264,5,53,85,90,87,50,87
AAA119265,1,92,99,100,68,87,82
AAA119266,1,84,94,94,95,57,99
AAA119266,2,90,99,90,99,89,88
AAA119268,1,72,73,50,50,65,90
AAA119268,2,80,93,86,96,79,95
AAA119269,1,83,73,49,89,90,78
AAA119269,3,87,94,93,75,97,83
AAA119271,2,96,100,100,36,90,88
AAA119272,1,79,88,39,93,53,92
AAA119272,2,66,74,46,65,68,80
AAA119273,1,94,94,91,64,92,78
AAA119274,1,94,89,87,74,90,97
AAA119275,1,87,99,92,80,82,90
AAA119276,1,91,98,91,57,68,89
AAA119277,1,73,100,85,30,63,78
AAA119277,2,99,99,93,67,85,87
AAA119278,2,79,86,94,90,67,78
AAA119279,1,89,100,90,67,92,85
AAA119281,1,89,85,92,99,68,99
AAA119281,2,99,100,99,52,96,98
AAA119282,3,99,100,95,52,99,92
AAA119283,1,98,94,93,73,80,89
AAA119283,2,98,100,85,76,97,92
AAA119285,3,43,100,97,85,89,86
AAA119285,5,87,86,52,61,54,84
AAA119286,2,86,92,80,94,74,85
AAA119287,1,89,97,94,61,93,85
AAA119287,2,76,77,36,92,62,82
AAA119288,1,59,80,35,70,46,99
AAA119288,2,85,85,43,89,95,97
AAA119288,3,96,95,86,86,88,96
AAA119289,1,91,96,89,43,47,86
AAA119291,1,80,81,54,81,79,79
AAA119292,1,65,92,82,71,97,76
AAA119292,2,75,95,90,50,87,80
AAA119292,3,85,99,90,58,61,89
AAA119293,1,76,92,91,81,71,83
AAA119293,2,87,96,92,91,89,87
AAA119293,3,86,80,94,83,78,92
AAA119294,1,87,96,100,99,78,80
AAA119295,1,72,81,90,92,54,98
AAA119296,1,99,97,79,46,84,82
AAA119297,1,94,92,88,95,77,87
AAA119299,1,95,95,90,64,84,84
AAA119300,1,97,83,67,83,73,91
AAA119301,1,50,92,77,59,78,89
AAA119303,2,98,99,100,76,84,88
AAA119304,1,83,81,50,73,93,99
AAA119304,2,97,99,94,71,97,81
AAA119305,1,86,98,99,54,89,81
AAA119305,2,84,73,42,90,86,91
AAA119305,3,100,89,46,47,88,85
AAA119307,1,99,87,86,93,76,89
AAA119308,1,81,80,46,93,37,79
AAA119309,2,98,97,90,94,86,90
AAA119309,3,100,85,91,98,84,90
AAA119311,2,96,99,94,49,87,86
AAA119312,1,93,97,89,40,98,97
AAA119312,2,69,79,83,65,76,85
AAA119313,1,93,86,82,79,82,95
AAA119313,2,75,91,84,94,82,100
AAA119313,3,100,84,92,93,67,73
AAA119313,4,47,76,33,79,23,78
AAA119313,5,80,76,46,48,67,91
AAA119314,1,94,87,91,64,68,99
AAA119315,1,86,96,89,57,77,81
AAA119316,1,78,82,95,98,54,100
AAA119317,1,85,94,92,80,71,85
AAA119320,1,63,88,45,88,95,90
AAA119322,2,87,93,92,53,88,86
AAA119323,1,85,88,89,97,88,93
AAA119324,2,87,84,91,90,66,80
AAA119325,1,88,76,47,99,76,94
AAA119326,2,99,98,92,75,89,87
AAA119326,3,41,92,93,95,66,83
AAA119327,2,90,94,93,85,96,89
AAA119327,3,66,81,42,82,68,82
AAA119327,5,77,83,43,99,50,85
AAA119328,1,93,94,99,59,86,90
AAA119330,1,69,91,91,90,98,92
AAA119330,2,57,89,88,55,65,92
AAA119331,1,98,96,83,56,86,85
AAA119332,1,75,76,39,62,52,82
AAA119333,1,86,90,92,79,58,95
AAA119334,1,68,70,56,70,93,89
AAA119335,1,65,98,84,63,98,85
AAA119337,1,82,75,35,88,64,80
AAA119338,1,87,78,55,95,95,81
AAA119338,3,85,89,54,92,96,84
AAA119339,1,98,85,92,85,74,74
AAA119340,1,90,78,73,99,69,97
AAA119341,1,79,89,82,94,79,83
AAA119342,2,93,100,85,49,79,87
AAA119345,1,98,98,92,72,99,84
AAA119346,1,88,80,42,87,72,92
